content,score,Sentimen
"kecewa bgt, ini udah reset password gabisa login trs kenapaaa. lupa password trs rest ulang tapi gabisa login fak",1,Negatif
"Kenapa paylaternya gabisa di pke ya, padahal aktif di keterangan",2,Negatif
"Padahal bayar ga penah telat, kenapa tiba2 paylater by kredivo tidak bisa di pakai..",1,Negatif
"Kepada Bukalapak yang terhormat, tolong kasih kami ongkir gratis! kenapa sih gak mau ngasih ongkir gratis? Saya udah belanja ratusan ribu, gak ada gratis ongkir sama sekali! Coba liat e-commerce sebelah, bisa ngasih ongkir gratis tanpa minimal belanja!! Pelit amat, orang pelit gak bakalan sukses!!! Prihatin saya ngeliat BUKALAPAK yang sekarang, kalo gak niat buka usaha, mendingan tutup aja sekalian :(",1,Negatif
klo bisa ada fitur menghapus riwayat pesanan yang sudah selesai. karena barang yang dibeli ada yang privasi dan harus dihapus agar keamanannya terjaga.,5,Positif
"Paylaternya kenapa gangguan sistem lama sekali., ini sudah gk bisa digunakan apa gimana..???",2,Negatif
"Mohon bantuan, saya sudah menerima barang yg dikirimkan tempat sy beli hp. Akan tetapi saat sy mau konfrmasi terima barang agar uangnya diterima pelapak tidak bisa terus. Mohon bantuan untuk nomer customer service dan email barangkali. Karena kasihan toko yang sudah mengirim barang ke sy..trmksh",2,Negatif
lumayan baik..semoga selalu tetap berkembang🙏,5,Positif
Aplikasi jelek dapat pesanan masuk tidak dapat notifikasi dan tidak ada 1 hari batal otomatis.. ini tim it nya bagaimana??? Sangat merugikan,1,Negatif
"Bukalapak tinggal nunggu waktu aja. Pasti bangkrut karena gak ada yg menarik diaplikasi ini. Penawarannya juga tidak seperti di shopee dan aplikasi lainnya. Gak ada promo, harga barang mahal, barang gak lengkap, ongkir juga mahal.",1,Negatif
"Ternyata udh banyak yg komplain, kirain cuma akun sy aja, entah Sampai kapan gangguan bukalapak paylater bisa selesai...jd gak bisa belanja nih",5,Positif
"BUKALAPAK,memudahkan belanja untuk kita semua. Terimakasih",5,Positif
Paylater tidak bisa di pakai... percumah bayar selalu lancar....,2,Negatif
sangat membantu untuk pembayaran,5,Positif
Kenapa pay later gak bisa dipakai padahal ada limitnya,2,Negatif
"Bangke, padahal gua ga pernah telat bayar paylatter tp knp sekarang ga bisa dipake",1,Negatif
Kenapa pembayaran paylater gangguan system terus.,1,Negatif
Coba kasih solusi Bukalapak... uang kembalian dar i pelapak yang dikembalikan...trus masuk ke dompet pembeli trus susah di pergunakan untuk beli barang yg ada dan susah di transfer ke jasa keuangan yg disediakan. Kenapa ya...?,4,Positif
"Percuma ada limit 500 ribu tapi tidak bisa di pergunakan sama sekali , padahal pembayaran lancar tapi sama sekali ga bisa digunakan mohon bantu di cek kembali atas nama angga dwi saputro🙏kalau bisa digunakan saya kasih rating 5 untuk semntara saya kasih segitu dlu dan saya uninstal pada tgl 5 - 6 - 2024",1,Negatif
"payah,,,transaksi via bpaylater aktif tp gabisa digunakan,chat via buka bantuan gaada solusi,,pantes pada pindah ke olshop lain,,ga objektif padahal pemakai loyal. Penurunan kualitas dan kayanya bakal ditinggalkan sama konsumen nya. Ga jelas dan sudah ga worthed membuat kecewa user nya saja.",1,Negatif
"Bertahun tahun ga pernah nunggak ataupun bermasalah,tapi pembayaran bulan Méi pay later tertera dalam perbaikan sampai saya bayar telat dan kena denda yg mana ini MUTLAK KESALAHAN BUKALAPAK, dan atas kekecewaan ini saya stop jadi member bukalapak SANGAT KECEWA......",1,Negatif
"untuk apk bukalapak apakah masih gangguan ya,,kok sampai saat ini punyaan saya tidak bisa dipakai untuk paylaterny,,,",1,Negatif
Cepat dan mudah klo lg urusan mendadak kebantu banget.. Cuma limitnya naikin lagi..,5,Positif
Limit paylater aktif skrg malah tdk bs d gunakan ada apa dengan bukalapak 😭,1,Negatif
Mantap dan aman transaksi kalau di buka lapak,5,Positif
"Aplikasi yang sangat bagus,mencari barang atau pelatihan sangat mudah dan proses transaksi sangat cepat",5,Positif
"Permisi Min,maaf turun bintang, tolong dong di perbaiki khususnya metode pembayaran pay later kredivo kenapa tidak bisa lagi setelah di update versi ya? Pdhal akun sy tidak ada tagihan sama sekali, pas di update versi malah ga bs di pakai, terimakasih",2,Negatif
"Mau bayar tagihan Indihome tp koq gk muncul/keluar tagihannya ya,setelah ketik no id pelanggan,d bawahnya tertulis(tetap tenang tetap semangat)maksudnya apa ya,padahal sudah waktunya untuk bayar tagihan,itu kenapa ya...??",1,Negatif
"Pokoknya mantul.... Bukalapak, tapi sekarang paylatter kok gak bisa di gunakan",5,Positif
"Halo,,, kenapa ini dengan aplikasi Bukalapak ya,, pembayaran paylater saya tidak bisa dipakai. Trims",2,Negatif
Mengapa bukalapak saya paylaterx sedang gangguan sistem.keterangan nya. Dan itu sdh seminggu. Jadix tidak bisa digunakan paylaterx. Padahal sy tidak pernah nunggak pembyrn.,5,Positif
Tambah gaje aja masa paylater nya gangguan sistem dah gak pernah telat sue ni,1,Negatif
kenapa sekarang pembayaran payleter tidak bisa di gunakan padahal sangat membantu,5,Positif
Bagus buat saya sebagai konsumen tidak bingung-bingung beli barang tinggal klik buka lapak langsung joooos. Recomended.,5,Positif
Bagus dan mudah sangat membantu,5,Positif
Belanja kok di bekukan sedangkan pembayaran lancar hmmm,5,Positif
Kenapa metode pembayaran Bukalapak paylater tidak bisa digunakan,5,Positif
"ini karena notifikasi minta dinilai marketplace nya muncul trus ,🤣",5,Positif
"Ngetik barang yang ingin dipesan gampang dan ada semua, tidak seperti tetangga sebelah ngetik ini keluarnya itu beda yang diinginkan Tolong jng sampai pengguna bukalapak susah mencari barang/item lwt android, dipermudah jng dipersulit",5,Positif
Sangat kecewa dengan pelayanan bukalapak paylater karena sering terjadi gangguan,1,Negatif
Udah mah tertinggal Yg sudah ada bukanya di tingkatkan malah di hilangkan Padahal Membantu di Pertengahan Bulan jika Tidak ada Token Listrik dll #Paylater ( Seluruh Pengguna Paylater Di non aktif kan Pertanggal 31 Mei 2024),1,Negatif
Pembayaran tidak dapat digunakan melalui payleter Bukalapak..,2,Negatif
Aplikasi Bukalapak ini sangan bagus dan sangat membantu saya untuk belaja online,5,Positif
"saya melakukan komplain indikasi penipuan untuk transaksi BL24192TFYOAINV, pembelian produk digital, seller tidak mengirimkan produk digital yg sy beli, di chat tidak dibalas, produk yg saya beli dihapus oleh seller. sudah melakukan komplain ke bukabantuan tapi tidak masuk ke riwayat komplain.",1,Negatif
Mantaap cuma skrng banyak biaya aplikasi nya beli ini itu kena biaya jasa terus,5,Positif
"Aplikasinya sangat membantu peserta yang lolos di prakerja dan membeli pelatihannya ,belanja dibuka lapak aja lebih murah dan terpercaya .",4,Positif
"Aplikasi Bukalapak dari dulu sampai sekarang kaya gini² aja, tidak ada perkembangan & peningkatan nya huuh payah. Aku jujur nih ya, aku berbelanja online lebih banyak ke TikTok Shop & Shopee, karna kenapa, karna disitu banyak gratis ongkir, diskon, cash back. 1) TikTok Shop = Gratis Ongkir, Pembayaran sangat mudah, Bisa bayar di tempat, TANPA BIAYA LAYANAN, dapat banyak potongan harga pokonya murah banget di TikTok & Dapat Cash Back 2) Shoppe = Gratis ongkir, dapat diskon & dapat cash back 👍🏼",1,Negatif
Buat buka lapak trima kasih. selama berbelanja saya merasa lebih mudah dan dimudahkan.sekali lagi trima kasih.,5,Positif
ini kenapa bukalapak paylater sudah tidak bsa di gunakan lagi ya ? pdahal sangat membantu sekali tapi klo di hilangkan makin banyak pengguna yg pindah dri buka lapak,1,Negatif
Kenapa paylater by kredivo tidak bisa di gunakan? Padahal statusnya aktif???,1,Negatif
Bagus..makin upgrade makin hmmm,5,Positif
Parah orang bayar tempat waktu malah maen nutup ajah akun paylater Bukalapak nya yang telat siapa yang kena siapa jadi kecewa gue sama Bukalapak maen sepihak ajah bukan nya kroscek dulu jadi yang kena imbasnya yang pembayaran lancar yang kena juga kaga kaya apk sebelah yang bermasalah langsung di blok ini semua nya parah kecewa gue sama Bukalapak,1,Negatif
"KEREN... belanja gampang ga ribet dan mudah tinggal pilih barang yang kita inginkan,selain jadi pembeli akun kita juga bisa jadi pelapak/penjual dengan mudah",5,Positif
Kendala sistem playletter selalu gangguan dalam sistem. Entah sampai baru terselesaikan waktu perbaikanga,2,Negatif
Semoga buka lapak semakin ramai pelapaknya biar semakin komplit barang yg kita cari Dan semakin murah,4,Positif
Apk .. banyak penipuan ... Kalo ada masalah admin nya di live chat malah menghindarrr ...sangattt mengecewakannn ....!!!!,1,Negatif
"Jangan beli apapun disni, jika ada kendala kalian tidak bisa menghubungi siapapun, jadi uang kalian hangus, ini aplikasi sampah!!!!",1,Negatif
"sdh uninstal ya,,aplikasi ini termasuk angkuh,tp lemes kl buka aplikasi banyak eror.gk berkembang...",1,Negatif
"Min saya mau nanya , kenapa saya ga bisa log in. Keterangannya ""akun tidak aktif"". Bikin was was ini, ga ada no kontak center yang bisa dihubungi pula 😅. Tapi skrng masalah udah clear 🙏 Sudah bisa lagi ternyata",5,Positif
"Saya mau bayar pay Bukalapak sebesar 500rb tapi saya tidak tau cara bayar nya,karena Bukalapak saya via kredivo, kredivo saya sudah Terblokir dan saya mau bayar cicilan buka lapak tidak bisa,butuh bantuan nya,tks.",5,Positif
"Pemesanan mudah, pengiriman cepat.",5,Positif
Untuk tagihan pembayaran sangat lengkap,5,Positif
"Jualan di Bukalapak sdh 10th akun malah dibekukan sepihak tnp ada info iklan mn yg melanggar, harusnya di infokan dulu pelanggarannya dimana jgn asal main bekukan akun aja 👎👎👎",1,Negatif
"pelit banget ni aplikasi menurut gua, suka ngilang kurirnya alias ga tersedia, Hub live Cs nya aja susah banget caranya (membingungkan lika likunya), mana solusi dari CS nya juga lebih membingungkan lagi alias si CS nya juga bingung sendiri mau ngasi solusi apaan atas masalah terkait.",1,Negatif
"Mantap,,,, pengiriman cepat,,,,",4,Positif
"Ini gimna sih buka lapak,ga pernah telat bayar sudah lunas mlah paylaternya ga bisa dipke",1,Negatif
Bukaemas kayak taik uangku belum dipindah2kan ke bukudompet aplikasi ampas bangke Bukabantuan susah kayak taik Telpon ke cs sama aja gak ada respon ampas taik Cek itu nomor LO-1198458 LO-1194906 LO-1184513 LO-1165154,1,Negatif
"aplikasi penipu, pencuri, saldo dana hilang atas nama bukalapak tanpa ada pemberitahuan tanpa ada pembelian atau yg lainnya. cs buka lapak tidak bisa dihubungi, buka aplikasi hanya mau mencuri uang orang. penjahat.",1,Negatif
Aplikasi sangat jelek Kenapa saya bilang begitu Aplkasi ini mudah di hack orang Mohon bantuan nya kepada admin buka lapak akun saya di hack orang Duit saya di aplikasi dana habis di ambil orang yg me hack akun saya di buka lapak Dan dia mesan tanpa sepengetahuan saya Mohon di bantu,1,Negatif
"Aplikasi ngak guna ! Saran sy ngak usah di download appnya, menjengkelkan",1,Negatif
Bukalapak makin gajelas mau jualan aja nunggunya lama bnget udh 5hari ga bisa bis,1,Negatif
Sistemnya mudah,5,Positif
Ini buka lapak kenapa ya .saya baru isi saldo dana malah d bajak saldo ludes 150k ..padahal saya GK pernh transaksi apapun maksud x bagaimana..mending klo gak ada tanggung jawab x hapus saja apk x dulu download ini cmn untuk prakerja saja ..dan saya hapus nah barusan top up dana malah di bajak buka lapak kan aneh,1,Negatif
Berbelanja disini sangat baik harga murah dan brng berkualitas,5,Positif
"BELANJA OL Yang sangat Menyenangkan...Harga, Kualitas, Jasa Kurir Bintang 5, Pelapak Sangat Amanah 😊👍",5,Positif
"Ini yg bikin bukalapak ketinggalan, mau belanja flashsale aja harus download aplikasi lain, ribet !",2,Negatif
"sangat membantu aplikasi nya,selalu beli di buka lapak,selama ini tepat waktu,dan lancar saja pengiriman nya ,hanya kadang kurang lengkap aja ,nyari barang tertentu tidak ada",4,Positif
Barang sesuai pesanan dan pengiriman cepat,5,Positif
"ribet bngt gnti nmr,ada saldo tp pembayaran hrs verifikasi nmr,,dpersulit,,ada sldo jg bs dbelanjain,,hrs verifikasi nmr,gnti nmr gk kganti2,,",1,Negatif
"Maaf saya kasih bintang 1, saya mau pengajuan mau jadi pelapak untuk jualan rak dinding kok ditolak, dan tidak di beritahu alasanya kenapa. Ribet emang mau jualan di bukalapak, mending di tokped atau shopee jelas memfasilitasi.",1,Negatif
beli pelatihan prakerja dari aplikasi bukalapak sangat membantu. mudah dan gampang banget.. terimakasih bukalapak☺️,5,Positif
aplikasi ini tidak bertanggung jawab sama sekali melain kan menipu kita sendiri masak ngambil saldo dana secara otomatis terus mutasi dana tidak di kembalikan saldo nya apa lagi yang lain malah tidak bisa di buka malah di nonaktif kan dari pihak bukak lapak gak bertanggung jawab ini jelas penipuan aplikasi ini dana mutasi tidak di kembalikan laporan kemren di bilang tidak ada laporan memang aplikasi tudak bertangjawab suruh lapaoran ke pihak polisi lah ini itu dana di mutasi pihak aplikasi,1,Negatif
Aplikasi gajelas balikin dana gua 1jt!!!ajg uang didana tiba tiba kekirim kemitrabukalapak padahal gapernah download aplikasi buka lapak pas download aplikasi buka lapak tiba tiba saldo sudah gaada,1,Negatif
Lumayan lah soal di lapak lain kaga ada disini ada walaupun lama nyampe nya,4,Positif
"Bukalapak good, kedepannya semakin ok mantap bisa langganan terus",5,Positif
"Aplikasi aneh, nambah rekening aja mesti nunggu kode otp tp malah gak dikirim juga. Lapor buka bantuan jawabnya muter-muter gak ada solusi, gak ngerti masalah customer.",1,Negatif
"Bukalapak murah, mudah dan bunga rendah",5,Positif
"Tiap hari ditelpon sama DC buat bayar pinjaman paylater yang cuma 500.000, padahal aplikasi paylater Bukalapaknya yang bermasalah. Tiap mau bayar, paylater Bukalapak selalu tidak bisa diakses dengan alasan ""saat ini paylater Bukalapak by Kredivo sedang ada gangguan. Lah terus kita bayarnya kemana? Pas jawab telpon dari DC eh, ternyata mesin yang berbicara. Saran saya, perbaiki dulu layanan paylaternya agar tidak terjadi keterlambatan pembayaran oleh pelanggan.",2,Negatif
Sangat membantu saya dalam banyak hal. Belanja maupun membeli pelatihan prakerja. Terima kasih buka lapak. Sukses terus,5,Positif
Gak ada CS live nya kayak yg lain.. Jadi susah mau complain sesuatu Kalo yg lain CS live ada di halaman akun saya Si orange si ijo ada.. Ini susah.... Paket retur saya sudah nyampe lagi ke pelapak. tapi dana retur saya belum masuk ke buka dompet saya,1,Negatif
"Aplikasi pencuri gak layak di pakai saldo dana gua habis tersedot, padahal saya tidak pernah order barang di bukalapak aplikasi Bukalapak aja saya gak punya,, sekedar mengingatkan kepada pengguna aplikasi Bukalapak hati - hati aplikasi Bukalapak bisa sedot saldo di aplikasi dana tanpa di koneksi otomatis ke aplikasi dana yg kita pakai dan tanpa kita punya akun Bukalapak saya punya bukti transaksinya padahal saya tidak melakukan pembelian barang atau order barang di bukalapak",2,Negatif
Kenapa ada pembayaran tagihan melalui ewallet dana..sebesar 101000.dan juga gk ada notifikasi/konfirmasi... tolong jangan ada penipuan,1,Negatif
"Sangat cepat isi pls,cepat respon mudah2n di operasikan pembayaran lewat sangat mudah",5,Positif
"D bukalapak bnyak ptongan klo jd seller, layanan seller lah, kekurangan ongkir lah, pdhal seller biasa, gak d masukin apa²👎",1,Negatif
"kecewa. Saya beli barang belum di konfirmasi selesai sudah selesai, padahal barang tersebut bermasalah dan saya pengin komplain ke sellernya tapi orderan sudah di selesaiin dan seller tidak bertanggungjawab, di ajak komunikasi tidak nyambung pula, saya bener² kecewa.",2,Negatif
"Metode pada pembayaran sangat tidak baik. Karena saya tidak bisa mengubah apapun. Tulisan putuskan akun pembayaran tidak berhasil, apakah masih berlaku. Tolong CS Bukalapak mau membantu pengguna nur_muhammad2147 sederhana apakah masalah ini belum dipecahkan sama sekali.",1,Negatif
Saldo buka lapak saya di bekukan padahal saya top up dana melalui buka lapak tiba tiba di bekukan udah hampir 1 tahun masih belum di buka udah cht cs buka lapak masih belum di buka tolong ya pengertian nya saya top up pakai uang kenapa harus di bekukan aplikasi gak jelas!!!!!!!! Mikir dong saya top up pakai uang malah di bekukan hadeh!!!!!!!!!!!,1,Negatif
"Setiap Barang yang dibeli , sesuai dengan permintaan, kuwalitas bagus",5,Positif
"Tiba-tiba bukadompet tidak bisa mencairkan saldo. Dua hari kemudian akun saya dinonaktifkan sepihak. Bukalapak, kembalikan uang saya. Saya tidak ikhlas uang saya kau makan.",1,Negatif
Aplikasi penipu saldo dana saya ditarik tiba2 jgn percaya lagi sama aplikasi ini,1,Negatif
Saldo di rekening saya hilang..ada pengiriman tanpa saya konfirmasi pembayaran dengan Bukalapak saya minta pengembalian saldo saya..saya mlh di buat pusing,1,Negatif
Selalu buka lapak yang tidak beres masih bisa di retas oleh penipu Gak ada konfirmasi kode otp langsung ke nomor yang terdaftar,1,Negatif
Tolong biaya pelayanannya jangan terlalu mahal dan perbanyak gatis ongkirnya,5,Positif
Knapa uang dri dana saya di ambil langsung masuk ke Bukalapak! Padahal saya ngga pernah ngirim ini nama nya penipuan! Saya laporin ini!,1,Negatif
Belanja di bukalapak lebih mudah di dapatkan yg saya mau.,5,Positif
"Bagus banget, bisa simpan pelanggan, hutang dan tau untung nya berapa tiap transaksi",5,Positif
"sy berdoa selalau maju terus dan sukses untuk bukalapak sedikit saran dari kami expedisi bukalapak harus bisa berani tembus ke indonesia timur khususnya seluruh papua barat,barat daya,tengah,selatan pesisir karena terkait pengiriman pesanan semua didominasi maskapai sehingga banyak pelanggan terkendala tdk jadi mnggunakan aplikasi bukalapak krn keterbatasan itu faktor monopoli itu yg mmbuat kami pelanggan menjadi enggan bertransaksi..demikian terimakasih .",5,Positif
