content,score,Sentimen,lowerCase,text_StopWord,text_tokens,text_stemindo
Di bukalapak sistem returan barangnya kacau sangat di persulit. Returan harus pakai buka send tp tidak bisa dibuka selalu force close. Dikirm secara manual sistem tidak bisa. Seolah tidak Terima returan. Chat admin ribetnya minta ampun. Klo tidak perbaiki sistemnya . Pada kabur ke toko sebelah,1,0,di bukalapak sistem returan barangnya kacau sangat di persulit returan harus pakai buka send tp tidak bisa dibuka selalu force close dikirm secara manual sistem tidak bisa seolah tidak terima returan chat admin ribetnya minta ampun klo tidak perbaiki sistemnya  pada kabur ke toko sebelah,bukalapak sistem returan barangnya kacau persulit returan pakai buka send dibuka force close dikirm manual sistem terima returan chat admin ribetnya ampun klo perbaiki sistemnya kabur toko sebelah,"['bukalapak', 'sistem', 'returan', 'barangnya', 'kacau', 'persulit', 'returan', 'pakai', 'buka', 'send', 'dibuka', 'force', 'close', 'dikirm', 'manual', 'sistem', 'terima', 'returan', 'chat', 'admin', 'ribetnya', 'ampun', 'klo', 'perbaiki', 'sistemnya', 'kabur', 'toko', 'sebelah']",bukalapak sistem retur barang kacau sulit retur pakai buka send buka force close dikirm manual sistem terima retur chat admin ribetnya ampun klo baik sistem kabur toko belah
Msh pakai BL gegara dpt limit paylater itu jg cm buat bayar tagihan internet dan beli pulsa dsb. Berhubung paylaternya sdh tdk bs digunakan buat belanja meski limit full dan ga ada tunggakan. Jd sdh tidak ada alasan utk memakai aplikasi ini!! Byee BL kamu kalah saing dgn yg lain...,1,0,msh pakai bl gegara dpt limit paylater itu jg cm buat bayar tagihan internet dan beli pulsa dsb berhubung paylaternya sdh tdk bs digunakan buat belanja meski limit full dan ga ada tunggakan jd sdh tidak ada alasan utk memakai aplikasi ini byee bl kamu kalah saing dgn yg lain,msh pakai bl gegara dpt limit paylater cm bayar tagihan internet beli pulsa dsb berhubung paylaternya sdh belanja limit full tunggakan jd sdh alasan memakai aplikasi byee bl kalah saing dgn,"['msh', 'pakai', 'bl', 'gegara', 'dpt', 'limit', 'paylater', 'cm', 'bayar', 'tagihan', 'internet', 'beli', 'pulsa', 'dsb', 'berhubung', 'paylaternya', 'sdh', 'belanja', 'limit', 'full', 'tunggakan', 'jd', 'sdh', 'alasan', 'memakai', 'aplikasi', 'byee', 'bl', 'kalah', 'saing', 'dgn']",msh pakai bl gegara dpt limit paylater cm bayar tagih internet beli pulsa dsb hubung paylaternya sdh belanja limit full tunggak jd sdh alas pakai aplikasi byee bl kalah saing dgn
Pembayaran produk indihome lagi perbaikan ? kredivo gak bisa terbayar ...amsyong dah bukalapak ini...aplikasi tertolol gara gara sistem bukalapak gw jadi kena denda dan gak bisa dipake paylatter nya...muncul tagihan bayar tapi di klik gak bisa..ini aplikasi niat nya apa yakkk,1,0,pembayaran produk indihome lagi perbaikan  kredivo gak bisa terbayar amsyong dah bukalapak iniaplikasi tertolol gara gara sistem bukalapak gw jadi kena denda dan gak bisa dipake paylatter nyamuncul tagihan bayar tapi di klik gak bisaini aplikasi niat nya apa yakkk,pembayaran produk indihome perbaikan kredivo terbayar amsyong dah bukalapak iniaplikasi tertolol gara gara sistem bukalapak gw kena denda dipake paylatter nyamuncul tagihan bayar klik bisaini aplikasi niat yakkk,"['pembayaran', 'produk', 'indihome', 'perbaikan', 'kredivo', 'terbayar', 'amsyong', 'dah', 'bukalapak', 'iniaplikasi', 'tertolol', 'gara', 'gara', 'sistem', 'bukalapak', 'gw', 'kena', 'denda', 'dipake', 'paylatter', 'nyamuncul', 'tagihan', 'bayar', 'klik', 'bisaini', 'aplikasi', 'niat', 'yakkk']",bayar produk indihome baik kredivo bayar amsyong dah bukalapak iniaplikasi tolol gara gara sistem bukalapak gw kena denda dipake paylatter nyamuncul tagih bayar klik bisaini aplikasi niat yakkk
"saya punya saldo Bukalapak mau saya pindahakan akan tetapi gak bisa di pindahkan ke Aplikasi DANA, Setelah transaksi di batalkan otomatis (Refund)",1,0,saya punya saldo bukalapak mau saya pindahakan akan tetapi gak bisa di pindahkan ke aplikasi dana setelah transaksi di batalkan otomatis refund,saldo bukalapak pindahakan pindahkan aplikasi dana transaksi batalkan otomatis refund,"['saldo', 'bukalapak', 'pindahakan', 'pindahkan', 'aplikasi', 'dana', 'transaksi', 'batalkan', 'otomatis', 'refund']",saldo bukalapak pindahakan pindah aplikasi dana transaksi batal otomatis refund
"tbtb saldo di bekuin sama PIHAK BUKALAPAK SNDRI udh hampir 1 bulan gabisa dipke, itu saldo abis top up bukan hasil macem"" parah bgt udh 2 kali hub cs ttp nihil, dan banyak rekanku yg blg BUKALAPAK emg bakatnya kek gt main bekuin aja pdhl gw butuh duit",1,0,tbtb saldo di bekuin sama pihak bukalapak sndri udh hampir  bulan gabisa dipke itu saldo abis top up bukan hasil macem parah bgt udh  kali hub cs ttp nihil dan banyak rekanku yg blg bukalapak emg bakatnya kek gt main bekuin aja pdhl gw butuh duit,tbtb saldo bekuin bukalapak sndri gabisa dipke saldo abis top up hasil macem parah bgt kali hub cs ttp nihil rekanku blg bukalapak emg bakatnya kek gt main bekuin pdhl gw butuh duit,"['tbtb', 'saldo', 'bekuin', 'bukalapak', 'sndri', 'gabisa', 'dipke', 'saldo', 'abis', 'top', 'up', 'hasil', 'macem', 'parah', 'bgt', 'kali', 'hub', 'cs', 'ttp', 'nihil', 'rekanku', 'blg', 'bukalapak', 'emg', 'bakatnya', 'kek', 'gt', 'main', 'bekuin', 'pdhl', 'gw', 'butuh', 'duit']",tbtb saldo bekuin bukalapak sndri gabisa dipke saldo abis top up hasil macem parah bgt kali hub cs ttp nihil rekan blg bukalapak emg bakat kek gt main bekuin pdhl gw butuh duit
"Buka dompet dibekukan dengan alasan keamanan yang tidak jelas,jelas jelas saya melakukan top up untuk diri saya sendiri,malah saldo dana saya ditarik sepihak oleh buka lapak,dan waktu mau mencairkan dana dipersulit CS buka lapak serasa ga berguna TIDAK ADA SOLUSI",1,0,buka dompet dibekukan dengan alasan keamanan yang tidak jelasjelas jelas saya melakukan top up untuk diri saya sendirimalah saldo dana saya ditarik sepihak oleh buka lapakdan waktu mau mencairkan dana dipersulit cs buka lapak serasa ga berguna tidak ada solusi,buka dompet dibekukan alasan keamanan jelasjelas top up sendirimalah saldo dana ditarik buka lapakdan mencairkan dana dipersulit cs buka lapak serasa berguna solusi,"['buka', 'dompet', 'dibekukan', 'alasan', 'keamanan', 'jelasjelas', 'top', 'up', 'sendirimalah', 'saldo', 'dana', 'ditarik', 'buka', 'lapakdan', 'mencairkan', 'dana', 'dipersulit', 'cs', 'buka', 'lapak', 'serasa', 'berguna', 'solusi']",buka dompet beku alas aman jelasjelas top up sendirimalah saldo dana tarik buka lapakdan cair dana sulit cs buka lapak serasa guna solusi
Saya kurangi lagi bintang nya soalnya sudah dibayar pas mau pake sudah 1 bulan gak bisa dipake lagi..mau saya delet sekalian,1,0,saya kurangi lagi bintang nya soalnya sudah dibayar pas mau pake sudah  bulan gak bisa dipake lagimau saya delet sekalian,kurangi bintang dibayar pas dipake lagimau delet,"['kurangi', 'bintang', 'dibayar', 'pas', 'dipake', 'lagimau', 'delet']",kurang bintang bayar pas dipake lagimau delet
Ada limit paylater 500ribu tapi sama sekali gak bisa digunakan dengan alesan gangguan sistem entah sampai kapan gangguan sistem karena sudah 1 bulan lebih tidak bisa .,1,0,ada limit paylater ribu tapi sama sekali gak bisa digunakan dengan alesan gangguan sistem entah sampai kapan gangguan sistem karena sudah  bulan lebih tidak bisa ,limit paylater ribu alesan gangguan sistem gangguan sistem,"['limit', 'paylater', 'ribu', 'alesan', 'gangguan', 'sistem', 'gangguan', 'sistem']",limit paylater ribu alesan ganggu sistem ganggu sistem
Kenapa paylater bukalapak sudah ngk bisa dipakai lagi yah ?,2,0,kenapa paylater bukalapak sudah ngk bisa dipakai lagi yah ,paylater bukalapak ngk dipakai yah,"['paylater', 'bukalapak', 'ngk', 'dipakai', 'yah']",paylater bukalapak ngk pakai yah
Tiap masukkan kode otp terbaru selalu sudah kadaluarsa padahal itu baru beberapa detik dbuka saat dmasukkan gak bisa. Mohon bantuannya,2,0,tiap masukkan kode otp terbaru selalu sudah kadaluarsa padahal itu baru beberapa detik dbuka saat dmasukkan gak bisa mohon bantuannya,masukkan kode otp terbaru kadaluarsa detik dbuka dmasukkan mohon bantuannya,"['masukkan', 'kode', 'otp', 'terbaru', 'kadaluarsa', 'detik', 'dbuka', 'dmasukkan', 'mohon', 'bantuannya']",masuk kode otp baru kadaluarsa detik dbuka dmasukkan mohon bantu
"Pembayaran selalu gagal harus dibayar di tagihan baru bisa,error di hp redmi 4x",1,0,pembayaran selalu gagal harus dibayar di tagihan baru bisaerror di hp redmi x,pembayaran gagal dibayar tagihan bisaerror hp redmi,"['pembayaran', 'gagal', 'dibayar', 'tagihan', 'bisaerror', 'hp', 'redmi']",bayar gagal bayar tagih bisaerror hp redmi
"bukan nya lebih maju dan berinovasi,,malah yang ada di hilangkan ( paylater),,payahhhh🥺",1,0,bukan nya lebih maju dan berinovasimalah yang ada di hilangkan  paylaterpayahhhh,maju berinovasimalah hilangkan paylaterpayahhhh,"['maju', 'berinovasimalah', 'hilangkan', 'paylaterpayahhhh']",maju berinovasimalah hilang paylaterpayahhhh
Tidak tau ada apa dg Bukalapak sampai2 sepi pembeli dan seperti tidak ada yg minat.. sungguh di sayangkan.. semoga saja bisa seperti dulu kala berjaya.. amiiinn,5,1,tidak tau ada apa dg bukalapak sampai sepi pembeli dan seperti tidak ada yg minat sungguh di sayangkan semoga saja bisa seperti dulu kala berjaya amiiinn,tau dg bukalapak sepi pembeli minat sungguh sayangkan semoga berjaya amiiinn,"['tau', 'dg', 'bukalapak', 'sepi', 'pembeli', 'minat', 'sungguh', 'sayangkan', 'semoga', 'berjaya', 'amiiinn']",tau dg bukalapak sepi beli minat sungguh sayang moga jaya amiiinn
"Bagus, baik dan cepat",5,1,bagus baik dan cepat,bagus cepat,"['bagus', 'cepat']",bagus cepat
"Saya uninstal dari sekarang,tolong jangan gunakan data saya,saya tidak tanggung jawab,mkasih",1,0,saya uninstal dari sekarangtolong jangan gunakan data sayasaya tidak tanggung jawabmkasih,uninstal sekarangtolong data sayasaya tanggung jawabmkasih,"['uninstal', 'sekarangtolong', 'data', 'sayasaya', 'tanggung', 'jawabmkasih']",uninstal sekarangtolong data sayasaya tanggung jawabmkasih
"Lapak seller tiba2 dibekukan, paylater ga bisa digunakan lg. Apk udah ga ada yg bisa diandalkan lg. UNINSTAL!",1,0,lapak seller tiba dibekukan paylater ga bisa digunakan lg apk udah ga ada yg bisa diandalkan lg uninstal,lapak seller dibekukan paylater apk udah diandalkan uninstal,"['lapak', 'seller', 'dibekukan', 'paylater', 'apk', 'udah', 'diandalkan', 'uninstal']",lapak seller beku paylater apk udah andal uninstal
"BL24193IEWJUINV tolong dong,pesanan dari kemarin ga dikirim. Dibatalin tidak bisa. Toko mau kirim hari Selasa. Males belanja ti BUKANLAPAK. udah gda gratis ongkir,pelayanan toko sangat mengecewakan",1,0,bliewjuinv tolong dongpesanan dari kemarin ga dikirim dibatalin tidak bisa toko mau kirim hari selasa males belanja ti bukanlapak udah gda gratis ongkirpelayanan toko sangat mengecewakan,bliewjuinv tolong dongpesanan kemarin dikirim dibatalin toko kirim selasa males belanja ti bukanlapak udah gda gratis ongkirpelayanan toko mengecewakan,"['bliewjuinv', 'tolong', 'dongpesanan', 'kemarin', 'dikirim', 'dibatalin', 'toko', 'kirim', 'selasa', 'males', 'belanja', 'ti', 'bukanlapak', 'udah', 'gda', 'gratis', 'ongkirpelayanan', 'toko', 'mengecewakan']",bliewjuinv tolong dongpesanan kemarin kirim dibatalin toko kirim selasa males belanja ti bukanlapak udah gda gratis ongkirpelayanan toko kecewa
"Payahhhhh sekali apk ini masa tiba"" Di blokir permanen paylater ya padahal telat cuma 1 hari.... Wajar lah klo telat 1 hari iyah Sudah karena tidak Ada gunanya saya uninstall saya apknya",1,0,payahhhhh sekali apk ini masa tiba di blokir permanen paylater ya padahal telat cuma  hari wajar lah klo telat  hari iyah sudah karena tidak ada gunanya saya uninstall saya apknya,payahhhhh apk blokir permanen paylater telat wajar klo telat iyah gunanya uninstall apknya,"['payahhhhh', 'apk', 'blokir', 'permanen', 'paylater', 'telat', 'wajar', 'klo', 'telat', 'iyah', 'gunanya', 'uninstall', 'apknya']",payahhhhh apk blokir permanen paylater telat wajar klo telat iyah guna uninstall apknya
"Kenapa paylater bukalapak tak bisa digunakan lagi, limid ada active...gk jelas bangt dah.",1,0,kenapa paylater bukalapak tak bisa digunakan lagi limid ada activegk jelas bangt dah,paylater bukalapak limid activegk bangt dah,"['paylater', 'bukalapak', 'limid', 'activegk', 'bangt', 'dah']",paylater bukalapak limid activegk bangt dah
Dulu seneng banget pake aplikasi ini. Tapi semenjak ongkir menjadi gak masuk akal dan potongan ongkir gak ada udah jadi malas make ni aplikasi. Sekarang nyaman di toko orenz. Semoga BL bisa bertahan dalam persaingan dan bisa kasih promo ongkir lebih baik dari toko orenz.,1,0,dulu seneng banget pake aplikasi ini tapi semenjak ongkir menjadi gak masuk akal dan potongan ongkir gak ada udah jadi malas make ni aplikasi sekarang nyaman di toko orenz semoga bl bisa bertahan dalam persaingan dan bisa kasih promo ongkir lebih baik dari toko orenz,seneng banget aplikasi semenjak ongkir masuk akal potongan ongkir udah malas make ni aplikasi nyaman toko orenz semoga bl bertahan persaingan kasih promo ongkir toko orenz,"['seneng', 'banget', 'aplikasi', 'semenjak', 'ongkir', 'masuk', 'akal', 'potongan', 'ongkir', 'udah', 'malas', 'make', 'ni', 'aplikasi', 'nyaman', 'toko', 'orenz', 'semoga', 'bl', 'bertahan', 'persaingan', 'kasih', 'promo', 'ongkir', 'toko', 'orenz']",neng banget aplikasi semenjak ongkir masuk akal potong ongkir udah malas make ni aplikasi nyaman toko orenz moga bl tahan saing kasih promo ongkir toko orenz
"Aplikasi yang sangat bagus, dapat memudahkan kita mau berbelanja apa saja",5,1,aplikasi yang sangat bagus dapat memudahkan kita mau berbelanja apa saja,aplikasi bagus memudahkan berbelanja,"['aplikasi', 'bagus', 'memudahkan', 'berbelanja']",aplikasi bagus mudah belanja
Kawan-kawan...mari sama-sama kita lakukan gerakan gagal bayar paylater Bukalapak via kredivo Krn sekarang tidak bisa di gunakan lagi,1,0,kawankawanmari samasama kita lakukan gerakan gagal bayar paylater bukalapak via kredivo krn sekarang tidak bisa di gunakan lagi,kawankawanmari samasama lakukan gerakan gagal bayar paylater bukalapak via kredivo krn,"['kawankawanmari', 'samasama', 'lakukan', 'gerakan', 'gagal', 'bayar', 'paylater', 'bukalapak', 'via', 'kredivo', 'krn']",kawankawanmari samasama laku gera gagal bayar paylater bukalapak via kredivo krn
Eh PT bukalapak kembalikan uang saya. ini pa yg saya beli gak tau tiba tiba saldo di potong seenak jidat..e kamu maling . Kalian penipu semua PT bukalapak se enak jidat potong saldo Tampa kompirmasi seenak jidat anda potong saldo penipu pencuri,1,0,eh pt bukalapak kembalikan uang saya ini pa yg saya beli gak tau tiba tiba saldo di potong seenak jidate kamu maling  kalian penipu semua pt bukalapak se enak jidat potong saldo tampa kompirmasi seenak jidat anda potong saldo penipu pencuri,eh pt bukalapak kembalikan uang pa beli tau saldo potong seenak jidate maling penipu pt bukalapak enak jidat potong saldo tampa kompirmasi seenak jidat potong saldo penipu pencuri,"['eh', 'pt', 'bukalapak', 'kembalikan', 'uang', 'pa', 'beli', 'tau', 'saldo', 'potong', 'seenak', 'jidate', 'maling', 'penipu', 'pt', 'bukalapak', 'enak', 'jidat', 'potong', 'saldo', 'tampa', 'kompirmasi', 'seenak', 'jidat', 'potong', 'saldo', 'penipu', 'pencuri']",eh pt bukalapak kembali uang pa beli tau saldo potong enak jidate maling tipu pt bukalapak enak jidat potong saldo tampa kompirmasi enak jidat potong saldo tipu curi
Pay later tidak bisa dipakai.limit gak naik2 padahal saya pengguna lama.bayar gak pernah telat.,1,0,pay later tidak bisa dipakailimit gak naik padahal saya pengguna lamabayar gak pernah telat,pay later dipakailimit pengguna lamabayar telat,"['pay', 'later', 'dipakailimit', 'pengguna', 'lamabayar', 'telat']",pay later dipakailimit guna lamabayar telat
"kenapa payleter kredivo nggak bisa digunakan bro, kasih tahu lah alasannya jangan diam-diam nggak bisa dipakai profesional dikit lah",2,0,kenapa payleter kredivo nggak bisa digunakan bro kasih tahu lah alasannya jangan diamdiam nggak bisa dipakai profesional dikit lah,payleter kredivo nggak bro kasih alasannya diamdiam nggak dipakai profesional dikit,"['payleter', 'kredivo', 'nggak', 'bro', 'kasih', 'alasannya', 'diamdiam', 'nggak', 'dipakai', 'profesional', 'dikit']",payleter kredivo nggak bro kasih alas diamdiam nggak pakai profesional dikit
Sudah lebih baik semoga bukalapak kedepan makin maju dan makin profesional menjadi lapak terbaik,5,1,sudah lebih baik semoga bukalapak kedepan makin maju dan makin profesional menjadi lapak terbaik,semoga bukalapak kedepan maju profesional lapak terbaik,"['semoga', 'bukalapak', 'kedepan', 'maju', 'profesional', 'lapak', 'terbaik']",moga bukalapak depan maju profesional lapak baik
"Buka Bukalapak langsung di suruh update, lalu tambah Dana, lalu update Bukalapak, lalu beli listrik, sampai 5 x percobaan tdk bisa beli, di percobaan ke 4 atau 5 beli pakai Voucherku, lalu hp di matikan, lalu di nyalakan, masuk semua notifikasi pembelian, sy cari voucher ku ternyata sdh terpakai alias hilang, sy ambil pembelian yg ke 4 ternyata sy beli tanpa voucherku, lalu batal dpt cashback, kok jd ribet sich..??? Jgn terlalu ribet lah, tetangga sebelah app mereka tdk se ribet ini.",5,1,buka bukalapak langsung di suruh update lalu tambah dana lalu update bukalapak lalu beli listrik sampai  x percobaan tdk bisa beli di percobaan ke  atau  beli pakai voucherku lalu hp di matikan lalu di nyalakan masuk semua notifikasi pembelian sy cari voucher ku ternyata sdh terpakai alias hilang sy ambil pembelian yg ke  ternyata sy beli tanpa voucherku lalu batal dpt cashback kok jd ribet sich jgn terlalu ribet lah tetangga sebelah app mereka tdk se ribet ini,buka bukalapak langsung suruh update dana update bukalapak beli listrik percobaan beli percobaan beli pakai voucherku hp matikan nyalakan masuk notifikasi pembelian sy cari voucher ku sdh terpakai alias hilang sy ambil pembelian sy beli voucherku batal dpt cashback jd ribet sich jgn ribet tetangga sebelah app ribet,"['buka', 'bukalapak', 'langsung', 'suruh', 'update', 'dana', 'update', 'bukalapak', 'beli', 'listrik', 'percobaan', 'beli', 'percobaan', 'beli', 'pakai', 'voucherku', 'hp', 'matikan', 'nyalakan', 'masuk', 'notifikasi', 'pembelian', 'sy', 'cari', 'voucher', 'ku', 'sdh', 'terpakai', 'alias', 'hilang', 'sy', 'ambil', 'pembelian', 'sy', 'beli', 'voucherku', 'batal', 'dpt', 'cashback', 'jd', 'ribet', 'sich', 'jgn', 'ribet', 'tetangga', 'sebelah', 'app', 'ribet']",buka bukalapak langsung suruh update dana update bukalapak beli listrik coba beli coba beli pakai voucherku hp mati nyala masuk notifikasi beli sy cari voucher ku sdh pakai alias hilang sy ambil beli sy beli voucherku batal dpt cashback jd ribet sich jgn ribet tetangga belah app ribet
